,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,asnm,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted,gender
622,None,18,Critical_acct_other_credits_existing,new_car,1530,<100DM,1_to_4yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,32,124,bank,own,2,skilled_employee/official,1,none,yes,1,male
623,None,48,Existing_credits_paid_till_now,business,3914,Unknown_or_no_savings_acct,1_to_4yrs,4,male_divorced/separated,None,2,real_estate,38,40,bank,own,1,skilled_employee/official,1,none,yes,1,male
624,<0DM,12,Existing_credits_paid_till_now,furniture/equipment,1858,<100DM,<1yr,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,22,424,none,rent,1,skilled_employee/official,1,none,yes,0,female
625,<0DM,18,Existing_credits_paid_till_now,radio/television,2600,<100DM,1_to_4yrs,4,male_single,None,4,unknown/no_property,65,553,none,for_free,2,skilled_employee/official,1,none,yes,1,male
626,None,15,Existing_credits_paid_till_now,radio/television,1979,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,car_or_other_nonsavings,35,73,none,own,1,skilled_employee/official,1,none,yes,0,male
627,>200DM,6,Existing_credits_paid_till_now,furniture/equipment,2116,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,41,25,none,own,1,skilled_employee/official,1,yes,yes,0,male
628,0_to_200DM,9,All_credits_paid_duly,new_car,1437,100_to_500DM,4_to_7yrs,2,male_single,None,3,unknown/no_property,29,193,none,own,1,skilled_employee/official,1,none,yes,1,male
629,None,42,Critical_acct_other_credits_existing,furniture/equipment,4042,500_to_1000DM,1_to_4yrs,4,male_single,None,4,real_estate,36,60,none,own,2,skilled_employee/official,1,yes,yes,0,male
630,None,9,Existing_credits_paid_till_now,education,3832,Unknown_or_no_savings_acct,>7yrs,1,male_single,None,4,real_estate,64,508,none,own,1,unskilled_resident,1,none,yes,0,male
631,<0DM,24,Existing_credits_paid_till_now,radio/television,3660,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,28,220,none,own,1,skilled_employee/official,1,none,yes,0,female
632,<0DM,18,All_credits_paid_duly,furniture/equipment,1553,<100DM,1_to_4yrs,4,male_single,None,3,car_or_other_nonsavings,44,28,bank,own,1,skilled_employee/official,1,none,yes,1,male
633,0_to_200DM,15,Existing_credits_paid_till_now,radio/television,1444,Unknown_or_no_savings_acct,<1yr,4,male_single,None,1,building_society_savings_agreement/life_insurance,23,385,none,own,1,skilled_employee/official,1,none,yes,0,male
634,None,9,Existing_credits_paid_till_now,furniture/equipment,1980,<100DM,<1yr,2,female_divorced/separated/married,co-applicant,2,car_or_other_nonsavings,19,553,none,rent,2,skilled_employee/official,1,none,yes,1,female
635,0_to_200DM,24,Existing_credits_paid_till_now,new_car,1355,<100DM,<1yr,3,female_divorced/separated/married,None,4,car_or_other_nonsavings,35,193,none,own,1,unskilled_resident,1,yes,yes,1,female
636,None,12,Existing_credits_paid_till_now,education,1393,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,47,49,bank,own,3,skilled_employee/official,2,yes,yes,0,male
637,None,24,Existing_credits_paid_till_now,radio/television,1376,500_to_1000DM,4_to_7yrs,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,220,none,own,1,skilled_employee/official,1,none,yes,0,female
638,None,60,Delay_in_past,radio/television,15653,<100DM,4_to_7yrs,2,male_single,None,4,car_or_other_nonsavings,35,193,none,own,2,skilled_employee/official,1,yes,yes,0,male
639,None,12,Existing_credits_paid_till_now,radio/television,1493,<100DM,<1yr,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,34,88,none,own,1,skilled_employee/official,2,none,yes,0,female
640,<0DM,42,Delay_in_past,radio/television,4370,<100DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,26,280,bank,own,2,skilled_employee/official,2,yes,yes,1,male
641,<0DM,18,Existing_credits_paid_till_now,education,750,<100DM,unemployed,4,female_divorced/separated/married,None,1,real_estate,27,249,none,own,1,unemployed/unskilled_nonresident,1,none,yes,1,female
642,0_to_200DM,15,Existing_credits_paid_till_now,repairs,1308,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,38,40,none,own,2,unskilled_resident,1,none,yes,0,male
643,None,15,Existing_credits_paid_till_now,education,4623,100_to_500DM,1_to_4yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,40,28,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1,male
644,None,24,Critical_acct_other_credits_existing,radio/television,1851,<100DM,4_to_7yrs,4,male_married/widowed,guarantor,2,car_or_other_nonsavings,33,105,none,own,2,skilled_employee/official,1,yes,yes,0,male
645,<0DM,18,Critical_acct_other_credits_existing,radio/television,1880,<100DM,4_to_7yrs,4,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,32,124,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
646,None,36,Delay_in_past,business,7980,Unknown_or_no_savings_acct,<1yr,4,male_single,None,4,car_or_other_nonsavings,27,249,none,rent,2,skilled_employee/official,1,yes,yes,1,male
647,<0DM,30,No_credits_taken_or_all_paid,furniture/equipment,4583,<100DM,1_to_4yrs,2,male_divorced/separated,guarantor,2,real_estate,32,124,none,own,2,skilled_employee/official,1,none,yes,0,male
648,None,12,Existing_credits_paid_till_now,new_car,1386,500_to_1000DM,1_to_4yrs,2,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,26,280,none,own,1,skilled_employee/official,1,none,yes,1,female
649,>200DM,24,Existing_credits_paid_till_now,new_car,947,<100DM,4_to_7yrs,4,male_single,None,3,unknown/no_property,38,40,bank,for_free,1,skilled_employee/official,2,none,yes,1,male
650,<0DM,12,Existing_credits_paid_till_now,education,684,<100DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,40,28,none,rent,1,unskilled_resident,2,none,yes,1,male
651,<0DM,48,Existing_credits_paid_till_now,education,7476,<100DM,4_to_7yrs,4,male_single,None,1,unknown/no_property,50,88,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
652,0_to_200DM,12,Existing_credits_paid_till_now,furniture/equipment,1922,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,37,49,none,own,1,unskilled_resident,1,none,yes,1,male
653,<0DM,24,Existing_credits_paid_till_now,new_car,2303,<100DM,>7yrs,4,male_single,co-applicant,1,real_estate,45,33,none,own,1,skilled_employee/official,1,none,yes,1,male
654,0_to_200DM,36,Delay_in_past,new_car,8086,100_to_500DM,>7yrs,2,male_single,None,4,car_or_other_nonsavings,42,24,none,own,4,management_self-employed_highly_qualified/officer,1,yes,yes,1,male
655,None,24,Critical_acct_other_credits_existing,used_car,2346,<100DM,4_to_7yrs,4,male_single,None,3,car_or_other_nonsavings,35,73,none,own,2,skilled_employee/official,1,yes,yes,0,male
656,<0DM,14,Existing_credits_paid_till_now,new_car,3973,<100DM,unemployed,1,male_single,None,4,unknown/no_property,22,424,none,for_free,1,skilled_employee/official,1,none,yes,0,male
657,0_to_200DM,12,Existing_credits_paid_till_now,new_car,888,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,41,25,bank,own,1,unskilled_resident,2,none,yes,1,male
658,None,48,Existing_credits_paid_till_now,radio/television,10222,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,3,car_or_other_nonsavings,37,49,stores,own,1,skilled_employee/official,1,yes,yes,0,male
659,0_to_200DM,30,No_credits_taken_or_all_paid,business,4221,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,220,none,own,2,skilled_employee/official,1,none,yes,0,female
660,0_to_200DM,18,Critical_acct_other_credits_existing,furniture/equipment,6361,<100DM,>7yrs,2,male_single,None,1,unknown/no_property,35,193,none,own,1,skilled_employee/official,1,yes,yes,0,male
661,>200DM,12,Existing_credits_paid_till_now,radio/television,1297,<100DM,1_to_4yrs,3,male_married/widowed,None,4,real_estate,23,385,none,rent,1,skilled_employee/official,1,none,yes,0,male
662,<0DM,12,Existing_credits_paid_till_now,new_car,900,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,2,car_or_other_nonsavings,23,385,none,own,1,skilled_employee/official,1,none,yes,1,male
663,None,21,Existing_credits_paid_till_now,furniture/equipment,2241,<100DM,>7yrs,4,male_single,None,2,real_estate,50,88,none,own,2,skilled_employee/official,1,none,yes,0,male
664,0_to_200DM,6,Delay_in_past,furniture/equipment,1050,<100DM,unemployed,4,male_single,None,1,building_society_savings_agreement/life_insurance,35,73,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
665,>200DM,6,Critical_acct_other_credits_existing,education,1047,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,50,88,none,own,1,unskilled_resident,1,none,yes,0,female
666,None,24,Critical_acct_other_credits_existing,other,6314,<100DM,unemployed,4,male_single,co-applicant,2,unknown/no_property,27,249,bank,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
667,0_to_200DM,30,All_credits_paid_duly,furniture/equipment,3496,>1000DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,34,88,stores,own,1,skilled_employee/official,2,yes,yes,0,male
668,None,48,All_credits_paid_duly,business,3609,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,1,real_estate,27,249,stores,own,1,skilled_employee/official,1,none,yes,0,female
669,<0DM,12,Critical_acct_other_credits_existing,new_car,4843,<100DM,>7yrs,3,male_single,co-applicant,4,building_society_savings_agreement/life_insurance,43,25,none,rent,2,skilled_employee/official,1,yes,yes,1,male
670,>200DM,30,Critical_acct_other_credits_existing,radio/television,3017,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,47,49,none,own,1,skilled_employee/official,1,none,yes,0,male
671,None,24,Critical_acct_other_credits_existing,business,4139,100_to_500DM,1_to_4yrs,3,male_single,None,3,building_society_savings_agreement/life_insurance,27,249,none,own,2,unskilled_resident,1,yes,yes,0,male
672,None,36,Existing_credits_paid_till_now,business,5742,100_to_500DM,4_to_7yrs,2,male_single,None,2,car_or_other_nonsavings,31,145,none,own,2,skilled_employee/official,1,yes,yes,0,male
673,None,60,Existing_credits_paid_till_now,new_car,10366,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,42,24,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
674,None,6,Critical_acct_other_credits_existing,new_car,2080,500_to_1000DM,1_to_4yrs,1,male_married/widowed,None,2,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,none,yes,0,male
675,None,21,Delay_in_past,business,2580,500_to_1000DM,<1yr,4,male_single,None,2,real_estate,35,193,bank,own,1,unskilled_resident,2,none,yes,1,male
676,None,30,Critical_acct_other_credits_existing,radio/television,4530,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,26,280,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,female
677,None,24,Critical_acct_other_credits_existing,furniture/equipment,5150,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,33,105,none,own,1,skilled_employee/official,1,yes,yes,0,male
678,0_to_200DM,72,Existing_credits_paid_till_now,radio/television,5595,100_to_500DM,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,none,yes,1,male
679,<0DM,24,Existing_credits_paid_till_now,radio/television,2384,<100DM,>7yrs,4,male_single,None,4,real_estate,64,508,bank,rent,1,unskilled_resident,1,none,yes,0,male
680,None,18,Existing_credits_paid_till_now,radio/television,1453,<100DM,<1yr,3,female_divorced/separated/married,None,1,real_estate,26,280,none,own,1,skilled_employee/official,1,none,yes,0,female
681,None,6,Existing_credits_paid_till_now,education,1538,<100DM,<1yr,1,female_divorced/separated/married,None,2,unknown/no_property,56,220,none,own,1,skilled_employee/official,1,none,yes,0,female
682,None,12,Existing_credits_paid_till_now,radio/television,2279,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,37,49,none,for_free,1,skilled_employee/official,1,yes,yes,0,male
683,None,15,Delay_in_past,radio/television,1478,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,33,105,bank,own,2,skilled_employee/official,1,none,yes,0,male
684,None,24,Critical_acct_other_credits_existing,radio/television,5103,<100DM,<1yr,3,male_married/widowed,None,3,unknown/no_property,47,49,none,for_free,3,skilled_employee/official,1,yes,yes,0,male
685,0_to_200DM,36,Delay_in_past,business,9857,100_to_500DM,4_to_7yrs,1,male_single,None,3,building_society_savings_agreement/life_insurance,31,145,none,own,2,unskilled_resident,2,yes,yes,0,male
686,None,60,Existing_credits_paid_till_now,new_car,6527,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,34,88,none,for_free,1,skilled_employee/official,2,yes,yes,0,male
687,>200DM,10,Critical_acct_other_credits_existing,radio/television,1347,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,35,193,none,own,2,skilled_employee/official,1,yes,yes,0,male
688,0_to_200DM,36,Delay_in_past,new_car,2862,100_to_500DM,>7yrs,4,male_single,None,3,unknown/no_property,30,168,none,for_free,1,skilled_employee/official,1,none,yes,0,male
689,None,9,Existing_credits_paid_till_now,radio/television,2753,100_to_500DM,>7yrs,3,male_single,co-applicant,4,car_or_other_nonsavings,35,73,none,own,1,skilled_employee/official,1,yes,yes,0,male
690,<0DM,12,Existing_credits_paid_till_now,new_car,3651,>1000DM,1_to_4yrs,1,male_single,None,3,building_society_savings_agreement/life_insurance,31,145,none,own,1,skilled_employee/official,2,none,yes,0,male
691,<0DM,15,Critical_acct_other_credits_existing,furniture/equipment,975,<100DM,1_to_4yrs,2,male_divorced/separated,None,3,building_society_savings_agreement/life_insurance,25,313,none,own,2,skilled_employee/official,1,none,yes,0,male
692,0_to_200DM,15,Existing_credits_paid_till_now,repairs,2631,100_to_500DM,1_to_4yrs,3,female_divorced/separated/married,None,2,real_estate,25,313,none,own,1,unskilled_resident,1,none,yes,0,female
693,0_to_200DM,24,Existing_credits_paid_till_now,radio/television,2896,100_to_500DM,<1yr,2,male_single,None,1,car_or_other_nonsavings,29,193,none,own,1,skilled_employee/official,1,none,yes,0,male
694,<0DM,6,Critical_acct_other_credits_existing,new_car,4716,Unknown_or_no_savings_acct,<1yr,1,male_single,None,3,real_estate,44,28,none,own,2,unskilled_resident,2,none,yes,0,male
695,None,24,Existing_credits_paid_till_now,radio/television,2284,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,28,220,none,own,1,skilled_employee/official,1,yes,yes,0,male
696,None,6,Existing_credits_paid_till_now,used_car,1236,500_to_1000DM,1_to_4yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,50,88,none,rent,1,skilled_employee/official,1,none,yes,0,male
697,0_to_200DM,12,Existing_credits_paid_till_now,radio/television,1103,<100DM,4_to_7yrs,4,male_single,guarantor,3,real_estate,29,193,none,own,2,skilled_employee/official,1,none,no,0,male
698,None,12,Critical_acct_other_credits_existing,new_car,926,<100DM,unemployed,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,38,40,none,own,1,unemployed/unskilled_nonresident,1,none,yes,0,female
699,None,18,Critical_acct_other_credits_existing,radio/television,1800,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,24,348,none,own,2,skilled_employee/official,1,none,yes,0,male
700,>200DM,15,Existing_credits_paid_till_now,education,1905,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,40,28,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
701,None,12,Existing_credits_paid_till_now,furniture/equipment,1123,500_to_1000DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,29,193,none,rent,1,unskilled_resident,1,none,yes,1,female
702,<0DM,48,Critical_acct_other_credits_existing,used_car,6331,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,46,40,none,for_free,2,skilled_employee/official,1,yes,yes,1,male
703,>200DM,24,Existing_credits_paid_till_now,radio/television,1377,100_to_500DM,>7yrs,4,female_divorced/separated/married,None,2,unknown/no_property,47,49,none,for_free,1,skilled_employee/official,1,yes,yes,0,female
704,0_to_200DM,30,Delay_in_past,business,2503,100_to_500DM,>7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,41,25,stores,own,2,skilled_employee/official,1,none,yes,0,male
705,0_to_200DM,27,Existing_credits_paid_till_now,business,2528,<100DM,<1yr,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,32,124,none,own,1,skilled_employee/official,2,yes,yes,0,female
706,None,15,Existing_credits_paid_till_now,new_car,5324,500_to_1000DM,>7yrs,1,female_divorced/separated/married,None,4,unknown/no_property,35,73,none,for_free,1,skilled_employee/official,1,none,yes,0,female
